0	0.00662436	0.047758	1.22263e-07	0.0116962	-1
1	0.0114504	0.047758	0.000860103	0.0139583	-1
2	0.0143212	0.047758	0.00260633	0.0138024	-1
3	0.0179814	0.047758	0.00493628	0.0144387	-1
4	0.0212524	0.047758	0.00692113	0.0141297	-1
5	0.0251314	0.047758	0.00841849	0.0132827	-1
6	0.0287215	0.047758	0.012155	0.0123828	-1
7	0.0327635	0.047758	0.0150122	0.0109783	-1
8	0.0382807	0.047758	0.0254704	0.00697301	-1
9	0.0409741	0.0483338	0.0305918	0.00549244	-1
10	0.0433789	0.0489575	0.0363547	0.0035763	-1
11	0.0448486	0.0489575	0.0394933	0.00279758	-1
12	0.0459328	0.0505515	0.0415694	0.00222669	-1
13	0.0464461	0.0505515	0.0427788	0.00162938	-1
14	0.0467852	0.0505515	0.0446653	0.00123348	-1
15	0.0471705	0.0517327	0.0457474	0.00131424	-1
16	0.047412	0.0521344	0.0460113	0.00143653	-1
17	0.0477191	0.052622	0.0461433	0.00158696	-1
18	0.0480062	0.052622	0.0462979	0.00155463	-1
19	0.0483372	0.052622	0.0466387	0.00145264	-1
20	0.048494	0.052622	0.0469162	0.00145043	-1
21	0.0489123	0.0527757	0.0471139	0.00152514	-1
22	0.0491629	0.0527757	0.0475543	0.00136421	-1
23	0.0493741	0.0527757	0.0476506	0.00135661	-1
24	0.0497164	0.0527757	0.0480945	0.00125523	-1
25	0.0499452	0.0527757	0.0484964	0.00114787	-1
26	0.0501945	0.0527757	0.0487723	0.00108607	-1
27	0.0505311	0.0545215	0.0491145	0.00118711	-1
28	0.0509405	0.0545215	0.0496627	0.00111742	-1
29	0.0511631	0.0545215	0.0499499	0.00106335	-1
30	0.0512888	0.0545215	0.0501059	0.000986946	-1
31	0.0513838	0.0545215	0.0502748	0.000932314	-1
32	0.0515239	0.0545215	0.050457	0.000964248	-1
33	0.0517977	0.0545215	0.0506377	0.00103146	-1
34	0.0520806	0.0545215	0.050842	0.00101499	-1
35	0.0522307	0.0547471	0.0508945	0.00105894	-1
36	0.0522631	0.0547471	0.0509919	0.00102731	-1
37	0.0524221	0.0547471	0.0511613	0.000959459	-1
38	0.0525425	0.0547471	0.0513968	0.000883839	-1
39	0.0525425	0.0547471	0.0513968	0.000883839	-1
40	0.052602	0.0547471	0.0514772	0.000881327	-1
41	0.0526884	0.0547471	0.0515625	0.00083206	-1
42	0.0529372	0.0551294	0.0519037	0.00085034	-1
43	0.0530358	0.0551294	0.0521063	0.000825925	-1
44	0.0530673	0.0551294	0.0521282	0.000819735	-1
45	0.0531866	0.0552059	0.0521496	0.000825552	-1
46	0.0534133	0.058259	0.0521916	0.00110872	-1
47	0.0535817	0.058259	0.0523273	0.00107459	-1
48	0.0536329	0.058259	0.0523874	0.00104401	-1
49	0.0536361	0.058259	0.0524675	0.00104043	-1
50	0.0536501	0.058259	0.0524931	0.00102901	-1
51	0.0536865	0.058259	0.0526279	0.000999008	-1
52	0.0537039	0.058259	0.0526474	0.000987696	-1
53	0.0537045	0.058259	0.0526589	0.000987065	-1
54	0.0537494	0.058259	0.0527059	0.000977045	-1
55	0.0538607	0.058259	0.0528864	0.000932926	-1
56	0.0539462	0.058259	0.0529459	0.00103259	-1
57	0.0539789	0.058259	0.0529614	0.00101362	-1
58	0.0540478	0.058259	0.0529923	0.000987927	-1
59	0.0540987	0.058259	0.0531121	0.000957468	-1
60	0.054346	0.058259	0.0531779	0.00110147	-1
61	0.0543666	0.058259	0.0533064	0.00108458	-1
62	0.0544697	0.058259	0.0534549	0.00107039	-1
63	0.0545516	0.058259	0.0535939	0.00103571	-1
64	0.0546249	0.058259	0.0536312	0.001005	-1
65	0.0547011	0.058259	0.0537706	0.000968171	-1
66	0.0548008	0.058259	0.0538672	0.00099522	-1
67	0.0551457	0.0645892	0.0539657	0.00168848	-1
68	0.0552797	0.0645892	0.0541156	0.00164845	-1
69	0.0554373	0.0645892	0.0542167	0.00163474	-1
70	0.0555697	0.0645892	0.0543707	0.00158868	-1
71	0.0556434	0.0645892	0.0544873	0.00156542	-1
72	0.0558333	0.0645892	0.0546738	0.0014867	-1
73	0.0558783	0.0645892	0.0547526	0.00145969	-1
74	0.0559187	0.0645892	0.0548882	0.00143978	-1
75	0.0559922	0.0645892	0.0549556	0.00143054	-1
76	0.0560685	0.0645892	0.0550501	0.00140109	-1
77	0.0561274	0.0645892	0.0551294	0.00138216	-1
78	0.0561481	0.0645892	0.0551769	0.00137163	-1
79	0.0562052	0.0645892	0.0553319	0.00135722	-1
80	0.0562763	0.0645892	0.0554925	0.00132782	-1
81	0.0563081	0.0645892	0.0555205	0.0013171	-1
82	0.05637	0.0645892	0.0555947	0.0013146	-1
83	0.0564163	0.0645892	0.0556907	0.00130151	-1
84	0.0564582	0.0645892	0.0557204	0.00129785	-1
85	0.0564616	0.0645892	0.055729	0.00129613	-1
86	0.0565254	0.0645892	0.0557733	0.00129046	-1
87	0.056592	0.0645892	0.0558018	0.00127596	-1
88	0.0566054	0.0645892	0.0558043	0.00127101	-1
89	0.0566432	0.0645892	0.0558221	0.0012561	-1
90	0.056649	0.0645892	0.0558491	0.00125289	-1
91	0.0567165	0.0645892	0.0559665	0.00123344	-1
92	0.0567165	0.0645892	0.0559665	0.00123344	-1
93	0.0567424	0.0645892	0.0560262	0.00122442	-1
94	0.0567702	0.0645892	0.0560885	0.00121263	-1
95	0.0567825	0.0645892	0.0561224	0.00120784	-1
96	0.056828	0.0645892	0.0561562	0.00120745	-1
97	0.056835	0.0645892	0.056196	0.00120448	-1
98	0.0568444	0.0645892	0.0561994	0.00120123	-1
99	0.0568827	0.0645892	0.0562412	0.00119353	-1
100	0.0569196	0.0645892	0.0562497	0.0012018	-1
101	0.0569196	0.0645892	0.0562497	0.0012018	-1
102	0.0569208	0.0645892	0.0562801	0.00120114	-1
103	0.0569281	0.0645892	0.0562859	0.00119811	-1
104	0.0569372	0.0645892	0.0563101	0.00119417	-1
105	0.0569479	0.0645892	0.0563149	0.00119083	-1
106	0.0569698	0.0645892	0.0563541	0.0011856	-1
107	0.0569698	0.0645892	0.0563541	0.0011856	-1
108	0.0570083	0.0645892	0.0563694	0.00117967	-1
109	0.0570275	0.0645892	0.0563816	0.00117687	-1
110	0.0570474	0.0645892	0.0564127	0.00117139	-1
111	0.0570474	0.0645892	0.0564127	0.00117139	-1
112	0.0570474	0.0645892	0.0564127	0.00117139	-1
113	0.0570556	0.0645892	0.0564164	0.00116827	-1
114	0.0570556	0.0645892	0.0564164	0.00116827	-1
115	0.0570714	0.0645892	0.0564683	0.00116233	-1
116	0.0570714	0.0645892	0.0564683	0.00116233	-1
117	0.0570756	0.0645892	0.0564769	0.00116047	-1
118	0.057085	0.0645892	0.0564849	0.00115743	-1
119	0.0572848	0.0659965	0.0564973	0.00170453	-1
120	0.0572924	0.0659965	0.0565067	0.00170179	-1
121	0.0572924	0.0659965	0.0565067	0.00170179	-1
122	0.0573086	0.0659965	0.0565561	0.00169632	-1
123	0.057326	0.0659965	0.0565599	0.0016929	-1
124	0.0573306	0.0659965	0.0565636	0.00169109	-1
125	0.0573306	0.0659965	0.0565636	0.00169109	-1
